"1";"grafo";"I was fired. Does the company have to delete my photo and fingerprint from the time clock and turnstile?";"Not automatically. Under Article 17 GDPR, personal data must be erased when no longer necessary, but employers may retain certain data to comply with legal obligations or defend against legal claims. Biometric data should be minimized and retention must be justified and proportionate.";"{'answer': 'The data subject has the right to obtain from the controller the erasure of personal data without undue delay. The controller shall have the obligation to erase personal data when the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed (Article 17(1)(a)). This right to erasure does not apply if the processing is necessary for the establishment, exercise or defence of legal claims (Article 17(3)(e)) or for compliance with a legal obligation under Union or Member State law (Article 17(3)(b)).', 'full_answer': ""Under Article 17(1) of the provided rules, a data subject has the right to request the erasure of their personal data ('right to be forgotten'), and the controller is obligated to erase such data without undue delay if the data are no longer necessary for the purposes for which they were collected (Article 17(1)(a)). In the context of employment termination, if the photo and fingerprint used for the time clock and turnstile are no longer necessary for the original purpose, the company (as controller) must generally erase them. However, this obligation is subject to specific exceptions under Article 17(3). The company may refuse erasure if the processing is necessary for: (a) compliance with a legal obligation under Union or Member State law or for the performance of a task in the public interest (Article 17(3)(b)); or (b) the establishment, exercise, or defence of legal claims (Article 17(3)(e)). Additionally, Article 88 notes that Member States may provide more specific rules for processing employees' personal data, including for the purpose of the termination of the employment relationship."", 'key_snippet': 'the controller shall have the obligation to erase personal data... where... the personal data are no longer necessary', 'chunks': ['Article 17: Right to erasure (‘right to be forgotten’)'], 'percentage': ['100']}";"0.63";"1.00";"0.55";"0.65";"1.00";"1.00";"gemma"
"2";"grafo";"Can I refuse to give my fingerprint to the company's time clock?";"Yes, in many cases. Biometric data is a special category under Article 9 GDPR and requires necessity and proportionality. If alternatives exist, you may object, especially given the imbalance in employment relationships.";"{'answer': 'The processing of biometric data for the purpose of uniquely identifying a natural person is generally prohibited under Article 9(1). However, a data subject may refuse or object to such processing. According to Article 21(1), the data subject has the right to object, at any time and on grounds relating to his or her particular situation, to the processing of personal data concerning him or her based on point (e) or (f) of Article 6(1). In such cases, the controller shall no longer process the data unless they demonstrate compelling legitimate grounds that override the interests, rights, and freedoms of the data subject, or for the establishment, exercise, or defence of legal claims.', 'full_answer': ""Under Article 9(1), the processing of biometric data for the purpose of uniquely identifying a natural person is prohibited. While there are exceptions in Article 9(2)—such as explicit consent (a) or necessity for employment and social security law (b)—the data subject retains specific rights to control their data. Specifically, Article 21(1) grants the data subject the right to object at any time, based on their particular situation, to processing that relies on the legitimate interests of the controller or the performance of a task in the public interest (Article 6(1)(e) or (f)). If an employee objects to the use of a fingerprint time clock on these grounds, the company (controller) must cease the processing unless it can demonstrate compelling legitimate grounds that override the employee's interests, rights, and freedoms, or if the processing is necessary for legal claims. Furthermore, Article 7(3) establishes that if processing is based on consent, the data subject has the right to withdraw that consent at any time."", 'key_snippet': 'The data subject shall have the right to object, on grounds relating to his or her particular situation', 'chunks': ['Article 9: Processing of special categories of personal data', 'Article 21: Right to object'], 'percentage': ['40', '60']}";"0.57";"0.98";"0.54";"0.46";"1.00";"1.00";"gemma"
"3";"grafo";"Can the company use my badge photo in advertising campaigns without my permission?";"No. Using employee images for advertising requires explicit consent under Articles 6 and 7 GDPR. Legitimate interest is not sufficient for this purpose.";"{'answer': 'Regarding the use of personal data for direct marketing, the data subject has the right to object at any time to such processing, which includes profiling related to that marketing. According to Article 21(3), once the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes. Additionally, Article 7(1) establishes that where processing is based on consent, the controller must be able to demonstrate that the data subject has consented to the processing of his or her personal data.', 'full_answer': ""Based on the provided legal text, the use of a badge photo (personal data) in advertising campaigns (direct marketing) is subject to the data subject's right to object. Article 21(2) explicitly states that where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to such processing. Furthermore, Article 21(3) mandates that if the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes. Regarding the legality of the initial use, Article 7(1) specifies that if the processing is based on consent, the controller must be able to demonstrate that the data subject has consented to the processing of his or her personal data. Therefore, if the individual objects or if the company cannot demonstrate valid consent, the use of the photo for advertising is prohibited."", 'key_snippet': 'Where the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes.', 'chunks': ['Article 21: Right to object', 'Article 7: Conditions for consent'], 'percentage': ['70', '30']}";"0.91";"1.00";"0.64";"0.38";"1.00";"1.00";"gemma"
"4";"grafo";"My employer installed a camera pointed directly at my desk. Is this allowed?";"Likely not. Monitoring must be necessary and proportionate under Article 5 GDPR. Continuous surveillance of an individual employee is typically excessive and intrusive.";"{'answer': ""The legality of installing a camera at an employee's desk is governed by the principle that Member States may establish more specific rules via law or collective agreements to protect the rights and freedoms of employees regarding personal data processing in the employment context. According to Article 88(1), such rules may cover the management, planning, and organisation of work, as well as the protection of employer's property. Furthermore, Article 88(2) mandates that these rules must include suitable and specific measures to safeguard the data subject's human dignity, legitimate interests, and fundamental rights, with a particular emphasis on monitoring systems at the workplace. Therefore, the allowance of such surveillance is subject to these specific national or collective safeguards."", 'full_answer': ""Under Article 88 of the provided text, the processing of employees' personal data in the employment context is subject to specific regulations. Member States are permitted to provide more specific rules through law or collective agreements to ensure the protection of rights and freedoms. These rules specifically apply to various employment purposes, including the management, planning, and organisation of work, and the protection of the employer's or customer's property (Article 88(1)). Regarding the installation of cameras for monitoring, Article 88(2) explicitly states that such rules shall include 'suitable and specific measures to safeguard the data subject's human dignity, legitimate interests and fundamental rights,' specifically highlighting 'monitoring systems at the work place.' Consequently, while the framework allows for the existence of monitoring systems, their legality is contingent upon the adherence to specific safeguards designed to protect the employee's dignity and fundamental rights as defined by the applicable Member State law or collective agreements."", 'key_snippet': 'Those rules shall include suitable and specific measures to safeguard... monitoring systems at the work place.', 'chunks': ['chapter IX, article 88, point 1', 'chapter IX, article 88, point 2'], 'percentage': ['50', '50']}";"0.84";"0.90";"0.55";"0.54";"1.00";"1.00";"gemma"
"5";"grafo";"Can the company install a camera in the bathroom or locker room claiming security?";"No. This would violate fundamental privacy rights and fail GDPR proportionality and necessity requirements.";"{'answer': ""I could not find sufficient evidence in the graph to explicitly determine if a company can install cameras in bathrooms or locker rooms for security. While Article 88 allows Member States to provide specific rules for processing employees' personal data in the employment context—including health and safety at work and protection of property—and requires measures to safeguard human dignity and fundamental rights regarding monitoring systems at the workplace, the provided text does not explicitly prohibit or permit surveillance in private areas like bathrooms or locker rooms."", 'full_answer': ""The provided legal text does not contain a specific rule explicitly addressing the installation of cameras in bathrooms or locker rooms. However, Article 88 provides a framework for the processing of employees' personal data in the employment context. It states that Member States may establish more specific rules to ensure the protection of rights and freedoms, particularly for purposes such as health and safety at work and the protection of employer's or customer's property. Crucially, Article 88(2) mandates that such rules must include 'suitable and specific measures to safeguard the data subject's human dignity, legitimate interests and fundamental rights,' with a particular emphasis on 'monitoring systems at the work place.' While the company may claim security reasons, any such monitoring must be balanced against the requirement to protect human dignity and fundamental rights as per the employment context rules. Because the graph does not provide a definitive 'yes' or 'no' regarding these specific private areas, there is insufficient evidence to provide a conclusive answer."", 'key_snippet': ""Those rules shall include suitable and specific measures to safeguard the data subject's human dignity"", 'chunks': ['Article 88: Processing in the context of employment'], 'percentage': ['100']}";"0.89";"0.98";"0.81";"0.33";"1.00";"1.00";"gemma"
"6";"grafo";"Can I demand that the gym delete my fingerprint after I cancel my membership?";"Yes. Under Article 17 GDPR, you have the right to erasure when data is no longer necessary. Biometric data must be handled with strict limitations.";"{'answer': 'The data subject has the right to obtain from the controller the erasure of personal data without undue delay, specifically when the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed (Article 17(1)(a)). In the context of a gym membership cancellation, if the fingerprint data is no longer needed for the original purpose, the controller is obligated to erase it. However, this right does not apply if processing is necessary for the establishment, exercise, or defence of legal claims (Article 17(3)(e)).', 'full_answer': ""Under Article 17(1) of the provided rules, the 'Right to erasure' (also known as the 'right to be forgotten') allows a data subject to demand that a controller erase their personal data without undue delay. A primary ground for this request is Article 17(1)(a), which applies when the personal data are no longer necessary in relation to the purposes for which they were collected or otherwise processed. In the scenario where a gym membership is cancelled, the original purpose for collecting biometric data (such as a fingerprint for access control) typically ceases to exist, thereby triggering the controller's obligation to erase the data. \n\nIt is important to note that this right is not absolute. According to Article 17(3)(e), the obligation to erase does not apply if the processing is necessary for the establishment, exercise, or defence of legal claims. Additionally, Article 11(1) specifies that if the purposes for processing no longer require the identification of the data subject, the controller is not obliged to maintain additional information solely to comply with the Regulation, though this is distinct from the active right to erasure requested by the subject."", 'key_snippet': 'The data subject shall have the right to obtain from the controller the erasure of personal data', 'chunks': ['Article 17: Right to erasure (‘right to be forgotten’)'], 'percentage': ['100']}";"0.73";"0.99";"0.54";"0.61";"1.00";"1.00";"gemma"
"7";"grafo";"Can the condominium require residents to register their face to enter?";"Facial recognition is biometric data under Article 9 GDPR and requires strong justification or explicit consent. Alternatives should be considered.";"{'answer': 'The processing of biometric data for the purpose of uniquely identifying a natural person is generally prohibited under Article 9(1). However, a condominium may require residents to register their face for entry if one of the exceptions in Article 9(2) applies, most notably if the data subject has given explicit consent to the processing for one or more specified purposes (Article 9(2)(a)). Additionally, the controller must implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk (Article 32(1)).', 'full_answer': ""Under the provided legal framework, the collection of facial images for entry management constitutes the processing of 'biometric data' as defined in Article 4(14), which are personal data resulting from specific technical processing relating to physical, physiological, or behavioural characteristics allowing unique identification. According to Article 9(1), the processing of such biometric data for the purpose of uniquely identifying a natural person is prohibited. \n\nHowever, this prohibition is not absolute. Article 9(2)(a) provides a critical exception: processing is permitted if the data subject has given explicit consent to the processing for one or more specified purposes, unless Union or Member State law stipulates that such prohibition cannot be lifted by the data subject. \n\nFurthermore, if the condominium proceeds with this registration, it must adhere to security obligations. Article 32(1) mandates that the controller implement appropriate technical and organisational measures to ensure a level of security appropriate to the risk, considering the nature, scope, context, and purposes of the processing. Residents also maintain the right to object to processing based on certain grounds (Article 21) and the right to lodge a complaint with a supervisory authority if they believe the processing infringes the Regulation (Article 77)."", 'key_snippet': 'Processing of... biometric data for the purpose of uniquely identifying a natural person shall be prohibited.', 'chunks': ['Article 9: Processing of special categories of personal data', 'chapter I, article 4, point 14', 'Article 32: Security of processing'], 'percentage': ['70', '20', '10']}";"0.86";"0.98";"0.54";"0.54";"1.00";"1.00";"gemma"
"8";"grafo";"Am I required to provide biometrics to enter a hospital or clinic?";"Not necessarily. Hospitals must justify necessity under Article 9(2)(h), and less intrusive methods should be considered.";"{'answer': 'The processing of biometric data for the purpose of uniquely identifying a natural person is generally prohibited according to Article 9(1). However, this prohibition does not apply if specific conditions are met, such as when the data subject has given explicit consent (Article 9(2)(a)), or if processing is necessary for reasons of public interest in the area of public health on the basis of Union or Member State law (Article 9(2)(i)). Additionally, Member States may maintain or introduce further conditions or limitations regarding the processing of biometric data under Article 9(4).', 'full_answer': 'According to Article 9(1), the processing of biometric data for the purpose of uniquely identifying a natural person is prohibited. This is a general rule for special categories of personal data. However, Article 9(2) provides several exceptions where this prohibition does not apply. Specifically, processing may occur if: \n1. The data subject has given explicit consent for one or more specified purposes, unless Union or Member State law stipulates that the prohibition cannot be lifted by the data subject (Article 9(2)(a)).\n2. The processing is necessary for reasons of public interest in the area of public health, such as protecting against serious cross-border threats to health or ensuring high standards of quality and safety of health care, provided it is based on Union or Member State law and includes suitable and specific measures to safeguard the rights and freedoms of the data subject, particularly professional secrecy (Article 9(2)(i)).\n\nFurthermore, Article 9(4) explicitly states that Member States may maintain or introduce further conditions, including limitations, with regard to the processing of biometric data. Therefore, whether you are required to provide biometrics depends on the existence of explicit consent or a specific legal basis related to public health or Member State law.', 'key_snippet': 'Processing of... biometric data for the purpose of uniquely identifying a natural person... shall be prohibited.', 'chunks': ['chapter II, article 9, point 1', 'chapter II, article 9, point 2', 'chapter II, article 9, point 4'], 'percentage': ['40', '40', '20']}";"0.86";"1.00";"0.54";"0.46";"1.00";"1.00";"gemma"
"9";"grafo";"Can the company share my pre-employment medical exam with my direct manager?";"No. Health data is sensitive under Article 9 GDPR and must be restricted to authorized personnel.";"{'answer': ""The provided evidence does not explicitly state whether a company can share a pre-employment medical exam with a direct manager. However, it establishes that processing health data is permitted if it is necessary for 'preventive or occupational medicine' or the 'assessment of the working capacity of the employee', provided it is based on Union or Member State law or a contract with a health professional and subject to specific conditions and safeguards (Chapter II, Article 9, point 2h). Additionally, Member States may implement more specific rules for processing employees' personal data in the employment context, including for recruitment and health and safety at work (Chapter IX, Article 88, point 1). I could not find a specific rule explicitly authorizing or prohibiting the disclosure of these results to a direct manager."", 'full_answer': 'Based on the provided graph evidence, there is no explicit rule that directly answers whether a company may share pre-employment medical exam results with a direct manager. However, the evidence provides the legal framework for processing such sensitive data. According to Chapter II, Article 9, point 2h, the processing of health data is allowed when it is necessary for purposes of preventive or occupational medicine, or for assessing the working capacity of an employee, provided this is based on Union or Member State law or a contract with a health professional, and is subject to the conditions and safeguards mentioned in paragraph 3 of that article. Furthermore, Chapter IX, Article 88, point 1 specifies that Member States may establish more specific rules via law or collective agreements to protect the rights and freedoms of employees regarding the processing of their personal data in the employment context, specifically mentioning recruitment and health and safety at work. While these provisions allow for the processing of health data for specific employment-related purposes, they do not explicitly grant the right to share the detailed medical exam results with a direct manager, nor do they forbid it, leaving the specific authorization to the applicable Member State law or the specific safeguards implemented by the controller.', 'key_snippet': 'processing is necessary for the purposes of preventive or occupational medicine, for the assessment of the working capacity of the employee', 'chunks': ['chapter II, article 9, point 2h', 'chapter IX, article 88, point 1'], 'percentage': ['60', '40']}";"0.82";"0.80";"0.64";"0.46";"1.00";"1.00";"gemma"
"10";"grafo";"Can I be fired for refusing to provide biometric data for a new company system?";"GDPR does not regulate dismissal directly, but refusal may be justified if biometric processing is not necessary or lawful.";"{'answer': ""The provided evidence does not explicitly state whether an employee can be fired for refusing to provide biometric data. However, Article 9(1) prohibits the processing of biometric data for the purpose of uniquely identifying a natural person, unless specific exceptions in Article 9(2) apply, such as explicit consent (a) or necessity for employment and social security law authorized by Union or Member State law (b). Furthermore, Article 88(1) allows Member States to provide more specific rules for the protection of rights and freedoms regarding the processing of employees' personal data, specifically including the purpose of the termination of the employment relationship."", 'full_answer': ""Based on the provided text, there is no direct rule stating that an employee can or cannot be fired for refusing to provide biometric data. However, the legal framework establishes that the processing of biometric data for unique identification is generally prohibited under Article 9(1). This prohibition may be lifted if the data subject provides explicit consent (Article 9(2)(a)) or if the processing is necessary for obligations in the field of employment and social security law, provided it is authorized by Union or Member State law or a collective agreement with appropriate safeguards (Article 9(2)(b)). Additionally, Article 88(1) grants Member States the authority to implement more specific rules via law or collective agreements to protect employees' rights and freedoms in the employment context, which explicitly includes processing for the purpose of the termination of the employment relationship. Therefore, while the general prohibition of biometric processing exists, the actual legality of a termination based on refusal would be subject to the specific laws or collective agreements of the Member State as permitted by Article 88."", 'key_snippet': 'Processing of... biometric data for the purpose of uniquely identifying a natural person, shall be prohibited.', 'chunks': ['Article 9: Processing of special categories of personal data', 'Article 88: Processing in the context of employment'], 'percentage': ['60', '40']}";"0.93";"0.99";"0.59";"0.39";"1.00";"1.00";"gemma"
